node_station,client_count,x_station,y_station,station_count
24800785,163,-81.84108,36.73173,1
24800816,69,-81.85537,36.74613,3
24800851,50,-81.85706,36.756879999999995,2
24800936,184,-81.81371,36.68531,1
24801494,160,-81.74248,36.730259999999994,1
24801611,201,-81.83251,36.77496,1
24801616,312,-81.82876999999999,36.77535,1
24802252,98,-81.76621999999999,36.79054,1
24802269,272,-81.76417,36.801,1
24802580,288,-81.76224,36.88155,1
24802856,332,-81.72238,36.91035,1
24803107,350,-82.28569,36.97605,1
24803277,158,-82.34567,37.069790000000005,1
24804975,399,-82.33487,37.20921,1
24805099,199,-82.33305,37.2215,2
24805399,154,-82.30077,37.2052,1
24806338,546,-82.21223,37.21028,1
24806475,58,-82.17826,36.96131,1
24807046,42,-82.16416,37.05392,1
24808732,232,-82.02448000000001,37.04288,1
24809332,117,-82.13608,37.099759999999996,2
24809702,217,-82.11437,37.21203,1
24809834,216,-82.08031,37.12523,1
24810694,131,-82.07188000000001,37.17553,1
24812121,207,-82.14681,37.26798,1
24813315,193,-82.05147,37.35589,1
24814504,210,-81.96947,37.02917,1
24814791,249,-81.91793,37.03653,1
24815535,308,-82.00779,37.19869,1
24815964,148,-81.97838,37.243970000000004,1
24816200,106,-81.86572,37.1071,1
24817127,64,-81.7841,37.01343,1
24817594,215,-81.76108,37.08701,1
24817785,107,-81.71248,37.024029999999996,1
24817962,261,-81.84438,37.09088,1
24818044,204,-81.81909,37.09398,2
24818112,121,-81.79526,37.09022,1
24818236,127,-81.78126,37.09248,2
24818793,224,-81.7936,37.17494,1
24819282,147,-81.77472,37.09348,1
24820739,197,-81.928,37.257979999999996,1
24821143,100,-82.02005,37.42045,2
24823635,131,-81.68456,36.800129999999996,2
24823696,181,-81.65738,36.7739,1
24823924,348,-81.61756,36.80643,1
24824539,134,-81.53636999999999,36.821690000000004,1
24826172,44,-81.38664,36.624559999999995,2
24826234,77,-81.4065,36.66877,1
24826663,249,-81.51814,36.83363,2
24826725,243,-81.50844000000001,36.827420000000004,1
24827221,235,-81.48281,36.852,1
24828253,53,-81.37094,36.88653,3
24828313,120,-81.34331,36.595240000000004,1
24828886,149,-81.31815999999999,36.684509999999996,1
24829031,70,-81.24394000000001,36.61945,1
24829384,36,-81.36314,36.791740000000004,1
24829940,420,-81.27586,36.89223,1
24829950,181,-81.27528000000001,36.8962,3
24829999,42,-81.27334,36.915459999999996,1
24830075,114,-81.19296999999999,36.614020000000004,2
24830417,11,-81.16794,36.7184,4
24830513,81,-81.16786,36.73431,1
24831397,138,-81.1045,36.69594,1
24832016,210,-81.17475999999999,36.815259999999995,1
24832538,212,-81.09995,36.82761,1
24832848,173,-81.04059000000001,36.84985,1
24834377,313,-81.54814,37.07875,1
24834709,558,-81.63107,37.12574,2
24835004,55,-81.57345,37.11958,1
24835171,107,-81.54864,37.10382,1
24835363,212,-81.54538000000001,37.1459,1
24835372,152,-81.53772,37.13028,1
24837035,73,-81.52515,37.114779999999996,1
24837070,66,-81.52462,37.12727,1
24837091,211,-81.51901,37.11612,2
24837123,174,-81.49934,37.123,3
24837125,110,-81.49749,37.12319,2
24837155,91,-81.52627,37.1334,1
24837272,86,-81.50947,37.134570000000004,1
24837307,30,-81.49837,37.13329,3
24837848,214,-81.46701999999999,37.23805,1
24837932,363,-81.41353000000001,37.13475,1
24838373,258,-81.43299,37.25206,1
24838474,90,-81.37862,37.27539,1
24838497,95,-81.37196,37.2891,1
24839327,53,-81.2695,37.04868,1
24839942,444,-81.35412,37.216840000000005,1
24840080,225,-81.31537,37.23883,1
24840513,261,-81.28539,37.25052,1
24840531,251,-81.26944,37.2368,1
24840535,97,-81.26791999999999,37.23708,1
24840554,184,-81.27087,37.25162,1
24840635,13,-81.26047,37.24064,1
24840788,89,-81.20106,36.9257,1
24841117,208,-81.13315,36.96097,1
24841576,54,-81.10438,36.96195,1
24841631,392,-81.09176,36.954159999999995,1
24841656,69,-81.09613,36.95884,1
24841706,274,-81.07692,36.95365,4
24841738,35,-81.06438,36.94923,1
24841791,51,-81.06551,36.96451,2
24841811,14,-81.05601999999999,36.948159999999994,1
24841862,54,-81.05405999999999,36.95053,2
24842035,226,-81.05814000000001,36.97177,2
24842366,71,-81.13076,37.100840000000005,4
24842449,250,-81.15007,37.15222,1
24842787,1,-81.14121999999999,37.1778,2
24842861,36,-81.1313,37.18587,1
24843005,164,-81.11625,37.10223,2
24843309,24,-81.09989,37.20848,1
24843816,148,-81.31134,37.27567,1
24843929,129,-81.28058,37.25362,1
24844404,48,-80.92191,36.57271,1
24844504,44,-80.861,36.56977,1
24844944,45,-80.99904000000001,36.621520000000004,1
24845350,107,-80.97242,36.71454,1
24845398,127,-80.98216,36.72932,1
24845421,91,-80.98267,36.74317,1
24845692,152,-80.89668,36.644020000000005,1
24845760,63,-80.93222,36.6982,1
24845813,122,-80.93259,36.701840000000004,1
24845876,275,-80.87831,36.69262,2
24846026,114,-80.95971999999999,36.82022,1
24846326,108,-80.95378000000001,36.826609999999995,1
24846734,132,-80.86284,36.64922,1
24846753,178,-80.82955,36.605920000000005,1
24847037,92,-80.77826999999999,36.6198,1
24847340,137,-80.71372,36.67255,1
24847362,80,-80.77911,36.743590000000005,3
24847435,86,-80.7695,36.746759999999995,2
24847761,133,-80.81226,36.815459999999995,2
24847813,32,-80.85896,36.85221,1
24847878,157,-80.86856999999999,36.87039,2
24848115,210,-80.80277,36.90865,1
24848195,105,-80.73806,36.7682,2
24848197,84,-80.74119,36.77431,1
24848542,117,-80.65553,36.57132,1
24848550,89,-80.67145,36.58916,1
24848555,163,-80.65443,36.577890000000004,1
24848712,209,-80.53563,36.583659999999995,1
24848836,262,-80.41852,36.58947,1
24849062,19,-80.70201,36.677459999999996,1
24849382,92,-80.61666,36.67242,1
24849411,87,-80.60302,36.66283,3
24849417,136,-80.59461999999999,36.66085,1
24849435,47,-80.5794,36.66223,1
24849527,99,-80.71291,36.780809999999995,1
24849766,87,-80.61054,36.81778,1
24849809,49,-80.60495999999999,36.84198,1
24849889,26,-80.58748,36.83889,1
24850053,189,-80.53039,36.6453,1
24850461,92,-80.50726999999999,36.69194,2
24850795,35,-80.40937,36.73509,4
24851290,100,-80.38795,36.795,1
24851520,120,-80.99141999999999,36.93722,3
24851827,27,-80.95352,36.95971,1
24851948,352,-80.95039,36.96935,1
24852159,107,-80.87831,36.95108,2
24852463,173,-80.9748,37.1905,1
24853742,128,-80.74063000000001,36.932,1
24853998,245,-80.77999,37.043440000000004,1
24854191,157,-80.75146,37.00642,1
24854313,115,-80.73036,37.02065,1
24854403,166,-80.7325,37.03125,1
24855108,62,-80.73408,37.19741,1
24855853,41,-80.86708,37.37027,2
24856478,140,-80.79875,37.33634,1
24856613,93,-80.82303,37.3833,2
24856618,130,-80.81761,37.38733,1
24856629,54,-80.80537,37.39343,2
24856735,230,-80.74219000000001,37.29083,1
24856901,178,-80.72102,37.326609999999995,1
24857786,165,-80.68412,37.0038,2
24859620,191,-80.60794,37.02855,1
24860585,115,-80.5658,37.03087,1
24861006,104,-80.69265,37.10158,1
24861013,16,-80.69823000000001,37.11384,1
24861181,350,-80.67213000000001,37.11327,1
24861967,142,-80.60251,37.14545,1
24862013,251,-80.59705,37.16878,2
24862148,74,-80.57799,37.089929999999995,2
24862500,74,-80.57196,37.1359,1
24862542,252,-80.58173000000001,37.15067,3
24864694,151,-80.44336,37.07049,1
24864959,45,-80.53213000000001,37.11906,1
24864966,122,-80.5265,37.09858,1
24865076,221,-80.54588000000001,37.137859999999996,1
24865116,541,-80.53822,37.13428,2
24865398,289,-80.50979,37.129,5
24865435,154,-80.50662,37.09352,2
24865591,190,-80.47612,37.13105,1
24866007,233,-80.49916,37.17044,1
24866080,129,-80.47185999999999,37.17055,1
24866110,120,-80.45114000000001,37.08862,1
24866182,466,-80.43046,37.1273,1
24866211,434,-80.45021,37.16359,1
24866268,86,-80.42341,37.11649,1
24866297,410,-80.41797,37.127790000000005,1
24866485,16,-80.42129,37.16923,1
24866520,79,-80.40999000000001,37.151579999999996,2
24866556,555,-80.40476,37.14135,1
24866571,410,-80.4047,37.14691,1
24866601,198,-80.39375,37.13125,1
24866626,158,-80.38538,37.13426,2
24866743,220,-80.46139000000001,37.215920000000004,1
24866766,139,-80.45031,37.222970000000004,1
24866837,194,-80.44049,37.230959999999996,2
24866945,426,-80.41752,37.17633,1
24866973,56,-80.40586,37.18897,1
24867153,498,-80.42098,37.237140000000004,2
24867165,874,-80.40915,37.23464,1
24867173,537,-80.41198,37.25042,1
24867184,1231,-80.39958,37.21086,1
24867187,1125,-80.40314000000001,37.23916,1
24867265,81,-80.71104,37.26631,1
24867385,142,-80.68881,37.33182,1
24868350,49,-80.66419,37.34135,1
24868594,257,-80.61855,37.28533,1
24868601,216,-80.61745,37.28566,1
24869303,26,-80.58615,37.41387,1
24870071,702,-80.41096999999999,37.25904,1
24870365,32,-80.51869,37.43952,1
24870541,197,-80.34467,36.58372,1
24870569,35,-80.30863000000001,36.59612,1
24870617,99,-80.24273000000001,36.554559999999995,1
24871295,31,-80.34488,36.83115,1
24871358,12,-80.33515,36.83218,1
24871481,101,-80.35635,36.89447,1
24871649,142,-80.26563,36.77412,1
24872127,425,-80.19996,36.63353,1
24872258,104,-80.14493,36.63041,1
24872370,329,-80.11876,36.66831,1
24872559,197,-80.08134,36.70175,1
24872620,3,-80.09123000000001,36.7576,1
24872680,151,-80.18543000000001,36.80043,1
24872782,128,-80.16674,36.76695,1
24873312,62,-80.10651999999999,36.83144,1
24873848,100,-80.08321,36.9049,1
24874114,130,-79.85869,36.57687,1
24874156,92,-79.84161,36.57014,2
24874596,43,-79.99449,36.7598,2
24874632,38,-79.98406,36.75466,1
24874985,117,-79.96278000000001,36.69595,1
24875136,101,-79.93483,36.70155,2
24875138,39,-79.93525,36.70473,1
24875250,18,-79.95233,36.723929999999996,2
24875626,72,-79.89789,36.69574,2
24875674,713,-79.91468,36.73198,1
24875682,60,-79.93078,36.73993,1
24875684,355,-79.91320999999999,36.72057,2
24875704,128,-80.03891,36.76266,1
24876363,65,-79.98875,36.84497,1
24876454,77,-80.01352,36.922270000000005,1
24876752,253,-79.93869000000001,36.81488,1
24876970,47,-79.88139,36.62693,1
24877183,159,-79.88408000000001,36.66733,1
24877286,310,-79.87791,36.6741,2
24877518,354,-79.83859,36.669059999999995,1
24877653,176,-79.87801999999999,36.683609999999994,2
24877672,131,-79.88204,36.68998,1
24877708,17,-79.87505999999999,36.69572,1
24877732,95,-79.87785,36.71345,1
24877779,16,-79.86589000000001,36.695009999999996,2
24877789,290,-79.86202,36.68401,1
24877799,266,-79.85777,36.68889,2
24877866,119,-79.88278000000001,36.731190000000005,1
24877876,52,-79.88375,36.74429,1
24877916,80,-79.88316,36.760490000000004,1
24878276,57,-79.85219000000001,36.69433,1
24878330,440,-79.83505,36.705729999999996,1
24878343,94,-79.83054,36.6916,1
24878385,91,-79.82892,36.70791,1
24878398,205,-79.82446999999999,36.70828,1
24878594,37,-79.73555,36.669990000000006,1
24878692,11,-79.74883,36.736909999999995,3
24878765,227,-79.84151999999999,36.796440000000004,1
24878892,156,-79.86545,36.89199,2
24879000,15,-79.8209,36.918859999999995,1
24879487,197,-80.34538,37.02649,1
24880019,97,-80.37836999999999,37.11158,1
24880275,85,-80.32564,37.1405,1
24880478,477,-80.3667,37.19195,2
24880841,81,-80.26446,37.13093,1
24880919,12,-80.26106,37.113890000000005,1
24880954,24,-80.25414,37.15875,1
24881522,320,-80.23137,37.21692,2
24881575,167,-80.23898,37.23325,2
24881642,95,-80.2301,37.23855,1
24881707,145,-80.18485,36.934090000000005,1
24881755,182,-80.21526999999999,36.990359999999995,1
24882390,148,-80.09477,36.96743,2
24882786,119,-80.13761,37.076609999999995,2
24883532,76,-80.18454,37.23847,1
24883580,61,-80.17614,37.246179999999995,1
24884625,630,-80.08233,37.19686,2
24884728,295,-80.34732,37.25593,1
24885857,28,-80.26173,37.56893,2
24885960,40,-80.17385,37.254,1
24886516,248,-80.09472,37.28768,1
24886610,514,-80.05878,37.29265,7
24886942,59,-80.07355,37.398109999999996,1
24887698,114,-80.12414,37.5479,1
24888144,372,-80.04954000000001,37.01144,1
24888262,238,-80.03905,37.07638,2
24888293,34,-80.02139,37.061809999999994,1
24888463,169,-79.96079,36.94826,1
24888619,127,-79.92017,36.98291,1
24888649,88,-79.90886,36.98134,1
24888657,117,-79.89876,36.98104,1
24889180,212,-80.05619,37.198479999999996,1
24889272,705,-80.03392,37.20113,1
24889575,382,-80.0141,37.24814,1
24889692,1297,-79.98691,37.239129999999996,1
24889909,181,-79.95343000000001,37.11401,1
24890042,138,-79.9728,37.13943,1
24890078,105,-79.96623000000001,37.14666,1
24890753,379,-79.97072,37.23452,1
24890823,284,-79.96255,37.2446,1
24891320,154,-79.88781999999999,37.000240000000005,1
24891339,287,-79.87226,36.9659,1
24891463,16,-79.88781999999999,37.01979,4
24891488,105,-79.87486,37.00821,4
24893075,320,-79.86137,37.13751,1
24893107,225,-79.82441,37.089940000000006,2
24893137,101,-79.81611,37.10463,5
24893819,242,-79.82916999999999,37.24888,1
24896130,148,-80.02138000000001,37.2648,2
24896378,47,-80.04095,37.327490000000004,2
24896775,668,-80.01593000000001,37.31503,1
24896859,284,-79.97716,37.31176,3
24896861,266,-79.99665,37.32227,1
24896871,33,-79.9912,37.32604,6
24897005,20,-79.98495,37.32945,1
24897309,260,-79.96865,37.25698,1
24897366,115,-79.95893000000001,37.25649,1
24897538,464,-79.947,37.259890000000006,2
24897544,254,-79.94986999999999,37.272420000000004,1
24897557,354,-79.9458,37.272240000000004,1
24897600,432,-79.93774,37.25861,2
24897727,138,-79.94124000000001,37.28239,1
24897779,23,-79.93677,37.2751,1
24897932,418,-79.97232,37.29761,2
24897967,5,-79.97413,37.30927,1
24898402,34,-79.96354000000001,37.32443,1
24898434,212,-79.95385999999999,37.33121,1
24898441,657,-79.94176999999999,37.3226,1
24898456,91,-79.93004,37.25468,1
24898592,126,-79.92486,37.2854,1
24898712,316,-79.9307,37.29847,1
24898732,205,-79.93169,37.30563,1
24899198,176,-79.95495,37.34672,2
24899219,76,-79.94601,37.34969,1
24900022,555,-79.92586,37.350629999999995,1
24901135,281,-79.91872,37.46946,2
24901257,847,-79.89052,37.27296,2
24901482,302,-79.88826,37.30777,1
24901833,349,-79.88681,37.37549,1
24901901,255,-79.84439,37.34666,1
24901960,810,-79.83574,37.35732,1
24902123,43,-79.79266,37.27085,1
24902200,194,-79.76706,37.271159999999995,1
24902463,112,-79.79746999999999,37.38513,1
24902704,214,-79.87442,37.41896,1
24902942,66,-79.87935,37.49725,1
24903038,63,-79.83765,37.44986,1
24903263,18,-79.87773,37.503609999999995,1
24903707,78,-79.80986,37.469770000000004,1
24903839,97,-79.77983,37.48917,1
24904340,91,-79.75022,37.500370000000004,2
24904358,107,-79.74053,37.50437,1
24904383,333,-79.76951,37.546040000000005,1
24904644,135,-79.72219,36.56771,1
24904753,58,-79.61173000000001,36.5517,1
24905029,160,-79.46244,36.54555,1
24905117,241,-79.45083000000001,36.56309,2
24905163,291,-79.45098,36.59137,1
24905236,263,-79.44069,36.56561,2
24905289,279,-79.43018000000001,36.56798,2
24905304,283,-79.43924,36.585390000000004,1
24905336,177,-79.43573,36.58348,1
24905381,132,-79.43053,36.577709999999996,1
24905521,89,-79.42236,36.58732,2
24905523,25,-79.41915,36.58982,4
24905893,183,-79.40701999999999,36.59115,1
24906065,114,-79.70786,36.658159999999995,1
24906137,156,-79.70815,36.69554,2
24906203,120,-79.69053000000001,36.75353,1
24906278,132,-79.57369,36.61282,1
24906290,144,-79.58695,36.75497,1
24906299,320,-79.57908,36.736740000000005,3
24906334,34,-79.69941,36.7704,1
24906505,130,-79.70111999999999,36.91091,1
24906529,277,-79.67534,36.918279999999996,3
24906793,229,-79.59161999999999,36.85248,1
24906865,92,-79.58915999999999,36.912620000000004,1
24907012,103,-79.50524,36.60463,2
24907078,60,-79.53657,36.73242,2
24907135,144,-79.49223,36.72287,1
24907151,184,-79.48312,36.6051,2
24907213,18,-79.41663,36.599509999999995,2
24907259,582,-79.41331,36.66189,1
24907315,120,-79.46381,36.74658,1
24907337,544,-79.42235,36.679109999999994,1
24907389,101,-79.53198,36.82866,1
24907447,105,-79.48934,36.88746,1
24907754,98,-79.39801,36.592220000000005,1
24907831,116,-79.38323000000001,36.5895,3
24907876,161,-79.37720999999999,36.56543,2
24908045,134,-79.36551999999999,36.58521,2
24908193,172,-79.35769,36.58723,1
24908292,270,-79.32163,36.58084,2
24908305,74,-79.25889000000001,36.57615,1
24908317,147,-79.26841,36.59202,1
24908347,60,-79.24781,36.56102,1
24908371,23,-79.22848,36.55093,1
24908524,377,-79.39729,36.59724,1
24908549,243,-79.39872,36.62875,1
24908561,465,-79.39265999999999,36.6301,2
24908565,269,-79.39509,36.63693,1
24908604,237,-79.38718,36.63564,1
24908615,426,-79.38046,36.600159999999995,2
24908645,64,-79.36498,36.60452,1
24908680,625,-79.39876,36.64113,2
24908736,230,-79.37471,36.664190000000005,2
24908873,221,-79.34328000000001,36.66516,1
24908887,60,-79.32522,36.67094,1
24908935,324,-79.36771999999999,36.68927,1
24909087,331,-79.34687,36.69662,1
24909287,103,-79.29807,36.657790000000006,2
24909396,90,-79.24597,36.681020000000004,1
24909542,9,-79.39693,36.82251,1
24909550,142,-79.39814,36.824909999999996,1
24909569,177,-79.3932,36.83692,1
24909797,135,-79.39941,36.89245,1
24909870,101,-79.33532,36.8663,1
24910062,137,-79.28963,36.89727,2
24910118,213,-79.19055999999999,36.65745,1
24910148,56,-79.16105,36.645959999999995,1
24910276,97,-79.17138,36.73673,1
24910280,105,-79.1688,36.73652,1
24910360,79,-79.12187,36.67642,1
24910378,99,-79.07387,36.5991,2
24910473,178,-79.10138,36.75339,1
24910700,82,-79.10788000000001,36.867129999999996,1
24910736,135,-79.08644,36.90382,1
24910815,538,-79.68978,36.9968,2
24914081,402,-79.63628,36.984359999999995,1
24919258,231,-79.71534,37.10937,6
24921240,266,-79.68336,37.14115,1
24923150,115,-79.69854000000001,37.25115,1
24923207,104,-79.65558,37.239959999999996,1
24924308,81,-79.64716,37.15874,1
24924671,420,-79.57026,37.1164,1
24924694,114,-79.59232,37.1484,1
24924697,167,-79.58873,37.139959999999995,1
24924935,67,-79.53567,36.95593,1
24924937,37,-79.52664,36.9524,2
24924980,30,-79.49925999999999,36.94327,1
24926574,73,-79.52937,37.08294,3
24927339,138,-79.46903,36.94508,1
24929095,388,-79.54333000000001,37.09276,5
24929261,33,-79.55563000000001,37.228159999999995,1
24929295,125,-79.53572,37.229690000000005,2
24929677,347,-79.46736999999999,37.237359999999995,1
24929711,128,-79.42942,37.17927,1
24929736,249,-79.42727,37.193,1
24929809,90,-79.72945,37.260290000000005,1
24930090,107,-79.72026,37.37977,1
24930100,286,-79.72593,37.389070000000004,1
24930436,65,-79.6186,37.35042,1
24930500,80,-79.62597,37.37808,1
24930630,40,-79.72626,37.44545,1
24931672,61,-79.66588,37.51923,1
24931904,58,-79.65904,37.55644,3
24932612,25,-79.58019,37.47305,2
24933567,96,-79.53643000000001,37.30165,2
24933596,112,-79.53726,37.3162,1
24933666,31,-79.53168000000001,37.32438,1
24933834,8,-79.50102,37.32477,1
24933877,18,-79.55288,37.33842,1
24933974,85,-79.53961,37.36071,1
24934003,138,-79.5494,37.37891,1
24934032,49,-79.55594,37.396609999999995,1
24934073,134,-79.54179,37.41517,1
24934133,133,-79.50114,37.35187,1
24934254,273,-79.45999,37.31354,1
24934826,19,-79.49333,37.53821,1
24934913,101,-79.46359,37.46203,1
24935086,82,-79.41384000000001,37.5278,1
24935180,214,-79.39907,36.95413,1
24935226,71,-79.36287,36.94231,1
24935240,18,-79.37855,36.95092,1
24935324,502,-79.35746,36.95704,3
24935361,238,-79.35335,36.97358,1
24935735,121,-79.35883000000001,37.03732,1
24935760,162,-79.35855,37.04546,1
24935889,54,-79.28246,36.93848,1
24935909,157,-79.27173,36.93678,2
24936011,120,-79.2479,37.07631,1
24936123,231,-79.38747,37.11871,1
24936825,160,-79.38098000000001,37.22902,3
24936909,69,-79.35649000000001,37.2378,1
24937186,46,-79.29191999999999,37.10787,1
24937195,36,-79.28990999999999,37.10866,2
24937201,140,-79.28438,37.10295,3
24937472,15,-79.28493,37.13177,1
24937580,91,-79.27425,37.12818,1
24937892,38,-79.25088000000001,37.13666,3
24938050,123,-79.2934,37.18105,1
24938314,72,-79.19346999999999,36.9394,1
24938408,12,-79.19954,37.04006,1
24938857,28,-79.11296,36.97465,1
24938918,112,-79.1495,37.016009999999994,3
24939126,62,-79.1112,37.04636,2
24939139,60,-79.1092,37.05395,1
